,0,1,2,3,4,5,countries,topics,tweet_clean
4001,1.56e+18,2022-08-17 04:47:10+00:00,"""Russia blamed sabotage for explosions at one of its military bases in Moscow-annexed Crimea while Kyiv hinted it was responsible as Ukrainian officials said their strategy was to destroy supply lines supporting Russia’s invasion""
#Russia #Ukraine #Crimea
https://t.co/uiWZwVguCy",UK,0,2,United Kingdom,Europe,Russia blamed sabotage explosions military bases Moscow-annexed Crimea Kyiv hinted responsible Ukrainian officials said strategy destroy supply lines supporting Russias invasion
4004,1.56e+18,2022-08-17 04:46:35+00:00,17/08/2022 #StandWithUkraine #Ukraine #DigitalResistance ** Not Verified** https://t.co/t8bjOYXGk1,UK,1,2,United Kingdom,Europe,/08/2022 Verified
4005,1.56e+18,2022-08-17 04:46:17+00:00,Donetsk leader calls for 'beneficial' ties with North Korea in occupied #Ukraine https://t.co/OnRUxwjSIE,UK,0,0,United Kingdom,Europe,Donetsk leader calls 'beneficial ties North Korea occupied
4007,1.56e+18,2022-08-17 04:46:11+00:00,Best sellers this week ✨ link in bio #BetterCallSaul #PINKVENOM #RunBTS #ไบเบิ้ลบิว #Ukraine #SheggzOlu𓃵 #NEDvPAK #BoycottbollywoodForever #kenyaelections2022 #orages #BoycottbollywoodForever #fortnitexdragonball #PValley #PreyMovie #SNEAKERS_1stWIN https://t.co/NQhUdiqLTK,UK,1,1,United Kingdom,Europe,Best sellers week link
4011,1.56e+18,2022-08-17 04:45:50+00:00,"""Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’"" by BY ANDREW E. KRAMER via NYT New York Times https://t.co/dAtXaGoRYy",UK,0,0,United Kingdom,Europe,Behind Enemy Lines Ukrainians Tell Russians Never Safe ANDREW KRAMER York Times
4016,1.56e+18,2022-08-17 04:45:23+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/C4MUIqNIKq",UK,0,1,United Kingdom,Europe,looking please FOLLOW
4021,1.56e+18,2022-08-17 04:45:12+00:00,"Economies in the east European Union will probably show the first signs of weakness after an unexpectedly strong start to 2022, as Russia’s war in Ukraine undercuts companies and hits consumers https://t.co/1ZAdfAK1Z0",UK,0,0,United Kingdom,Europe,Economies east European Union probably show first signs weakness unexpectedly strong start Russias Ukraine undercuts companies hits consumers
4022,1.56e+18,2022-08-17 04:44:41+00:00,"#Economies in the east European Union will probably show the first signs of weakness after an unexpectedly strong start to 2022, as Russia’s war in Ukraine undercuts companies and hits consumers https://t.co/jsyKbunXKw",UK,0,0,United Kingdom,Europe,east European Union probably show first signs weakness unexpectedly strong start Russias Ukraine undercuts companies hits consumers
4023,1.56e+18,2022-08-17 04:44:35+00:00,"🙏🙏🙏 #StopRussianInvasion 👊🏼👊👊🏽👊🏻👊🏿👊🏾
🙏🙏🙏 #DefendUkraine 
🇺🇦🇺🇦🇺🇦 #StandWithUkraine 
🙏for #Ukraine 
🙏for #UkrainianPeople 
#StopRussianAggression 
#DefendDemocracy 
#ArrestPutinNOW 
#PutinIsaWarCriminal 
#CrimesAgainstHumanity 
#CrimesAgainstChildren
#HoldPutinAccountable https://t.co/NxCCEUHEom",UK,0,1,United Kingdom,Europe,
4024,1.56e+18,2022-08-17 04:44:13+00:00,Signed! https://t.co/tUTbnsl3Rc #WorkersRights #Ukraine,UK,0,0,United Kingdom,Europe,Signed
4026,1.56e+18,2022-08-17 04:43:10+00:00,"Economies in the east European Union will probably show the first signs of weakness after an unexpectedly strong start to 2022, as Russia’s war in Ukraine undercuts companies and hits consumers https://t.co/DNaM4ZVopb",UK,5,19,United Kingdom,Europe,Economies east European Union probably show first signs weakness unexpectedly strong start Russias Ukraine undercuts companies hits consumers
4027,1.56e+18,2022-08-17 04:42:51+00:00,"""Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’"" by BY ANDREW E. KRAMER via NYT New York Times https://t.co/BwWcb5SaEw",UK,0,0,United Kingdom,Europe,Behind Enemy Lines Ukrainians Tell Russians Never Safe ANDREW KRAMER York Times
4029,1.56e+18,2022-08-17 04:42:27+00:00,"Russia is strengthening its aviation &amp; deployed more than 300 helicopters and 400 aircraft to the borders of Ukraine (it has reduced activity in the sky for the last 3-4 days.) Over the past day, about 150 sorties of Russian aviation were recorded, said Yuryi Ignat #Ukraine",UK,0,0,United Kingdom,Europe,Russia strengthening aviation deployed helicopters aircraft borders Ukraine reduced activity last days Over past sorties Russian aviation recorded said Yuryi Ignat
4031,1.56e+18,2022-08-17 04:42:23+00:00,Russia-Ukraine war: UN chief to meet Zelenskiy and Erdoğan in Lviv for talks on grain and nuclear safety – live news https://t.co/rEl87LxZDC,UK,12,52,United Kingdom,Europe,Russia-Ukraine chief meet Zelenskiy Erdoan Lviv talks grain nuclear safety live news
4032,1.56e+18,2022-08-17 04:41:50+00:00,"Glory 2 #SpecialForces of #Ukraine 
Glory 2 #armedforcesofukraine  🇺🇦 
🇺🇦 #StayStrong 🇺🇦 #SlavaUkraini 🇺🇦 ♥ ✌ https://t.co/2mQJRH9xCw",UK,0,0,United Kingdom,Europe,Glory Glory
4033,1.56e+18,2022-08-17 04:40:05+00:00,Russian nationals in Latvia to be stripped of residence permits for supporting Kremlin https://t.co/KArXhtcFOf,UK,3,10,United Kingdom,Europe,Russian nationals Latvia stripped residence permits supporting Kremlin
4034,1.56e+18,2022-08-17 04:39:54+00:00,"""Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’"" by Andrew E. Kramer via NYT https://t.co/YgN6wmnULo",UK,0,0,United Kingdom,Europe,Behind Enemy Lines Ukrainians Tell Russians Never Safe Andrew Kramer
4036,1.56e+18,2022-08-17 04:39:23+00:00,"Turkey Says Five More Grain Ships Leave Ukrainian Ports Ending Russia's Blockade
https://t.co/38Tg5OE0RN 
One-third of the world's wheat exports come from Russia and Ukraine, going mostly to the Middle East.",UK,0,0,United Kingdom,Europe,Turkey Says Five More Grain Ships Leave Ukrainian Ports Ending Russia Blockade One-third world wheat exports come Russia Ukraine going mostly Middle East
4038,1.56e+18,2022-08-17 04:38:33+00:00,"Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’ https://t.co/SNmf6aPmXA",UK,9,19,United Kingdom,Europe,Behind Enemy Lines Ukrainians Tell Russians Never Safe
4039,1.56e+18,2022-08-17 04:38:12+00:00,"Grain deal is about grain. Period. We don’t need ceasefire freezing russian territorial gains in Ukraine. We need sustainable peace in the region which can only be reached if russia is decisively defeated. 
https://t.co/oVb4sCrrna",UK,0,11,United Kingdom,Europe,Grain deal grain Period dont need ceasefire freezing russian territorial gains Ukraine need sustainable peace region reached russia decisively defeated
4041,1.56e+18,2022-08-17 04:38:03+00:00,https://t.co/DEUfSK4uGD Russia-Ukraine war: Donetsk leader urges cooperation with North Korea https://t.co/zzB8eK9jwG https://t.co/N4nAk8edT3,UK,0,0,United Kingdom,Europe,Russia-Ukraine Donetsk leader urges cooperation North Korea
4042,1.56e+18,2022-08-17 04:38:00+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/7mYqrF9iYb",UK,0,0,United Kingdom,Europe,looking please FOLLOW
4043,1.56e+18,2022-08-17 04:37:25+00:00,"- Russia massed troops along Ukraine’s northern &amp; eastern borders.

 - Russia conducts navy drills in Black Sea.

- Russia closes parts of Black Sea for six months -RIA news agency.

Jet fighters fly over a bridge connecting Russia with Crimea with a cargo ship blocking passage👇 https://t.co/1NdD7hISze",UK,0,0,United Kingdom,Europe,Russia massed troops along Ukraines northern eastern borders Russia conducts navy drills Black Sea.- Russia closes parts Black months -RIA news agency.Jet fighters bridge connecting Russia Crimea cargo ship blocking passage
4044,1.56e+18,2022-08-17 04:36:38+00:00,"If its OK for the USA to sell nuclear subs to Australia, is it OK for Russia to sell nuclear subs to North Korea ? If its OK for the US to sell GPS guided missiles to Ukraine, is it OK for Russia to sell GPS guided missiles to Iran ?",UK,7,10,United Kingdom,Europe,sell nuclear subs Australia Russia sell nuclear subs North Korea sell guided missiles Ukraine Russia sell guided missiles Iran
4049,1.56e+18,2022-08-17 04:36:33+00:00,"More than half a million tonnes of grain have been exported from #Ukraine across the Black Sea since the beginning of August, the #UN said https://t.co/SoG7Hnp9LI",UK,0,4,United Kingdom,Europe,More half million tonnes grain exported across Black since beginning August said
4051,1.56e+18,2022-08-17 04:36:04+00:00,"PM Modi, French Prez Macron Discuss Food &amp; Energy Crisis Amid Ongoing Russia-Ukraine Conflict The PMO statement also said PM Modi and France President Emmanuel Macron reviewed ongoing bilateral initiatives, including defe... #India by #News18 https://t.co/RMpYjxVsP9",UK,0,0,United Kingdom,Europe,Modi French Prez Macron Discuss Food Energy Crisis Amid Ongoing Russia-Ukraine Conflict statement also said Modi France President Emmanuel Macron reviewed ongoing bilateral initiatives including defe
4053,1.56e+18,2022-08-17 04:34:32+00:00,175th day since Russia invaded. Ukraine resists. Ukraine stands firmly #StandWithUkraine,UK,51,322,United Kingdom,Europe,since Russia invaded Ukraine resists Ukraine stands firmly
4054,1.56e+18,2022-08-17 04:34:10+00:00,"Poor Russians. They think staying in Russia is a hardest level. Are they bombed constantly? Are they taken to the filtration camps? Are their houses ruined, children killed? Oh, actually Russian kill and ruin in Ukraine. #visabanforrussians #visaban https://t.co/RNTFmJ5bHn",UK,25,207,United Kingdom,Europe,Poor Russians They think staying Russia hardest level bombed constantly taken filtration camps houses ruined children killed actually Russian kill ruin Ukraine
4055,1.56e+18,2022-08-17 04:33:32+00:00,East EU Slides Toward Slowdown as Russia's War in Ukraine Bites https://t.co/ewgP9u1M1S,UK,0,0,United Kingdom,Europe,East Slides Toward Slowdown Russia Ukraine Bites
4056,1.56e+18,2022-08-17 04:31:45+00:00,The Volunteers Who Are Saving Ukraine - The Atlantic https://t.co/m9HVNxaVPR,UK,0,1,United Kingdom,Europe,Volunteers Saving Ukraine Atlantic
4060,1.56e+18,2022-08-17 04:31:45+00:00,"Anybody who shells or bombs a nuclear plant is mentally impaired, but the narrative is what the official line will be #Russia were responsible. https://t.co/FBkATz51Se",UK,0,0,United Kingdom,Europe,Anybody shells bombs nuclear plant mentally impaired narrative official line responsible
4063,1.56e+18,2022-08-17 04:30:06+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/GiyIBqvFjv",UK,0,0,United Kingdom,Europe,looking please FOLLOW
4066,1.56e+18,2022-08-17 04:30:00+00:00,"Animal shelter Dogs and Cats, we need your help!
Raising funds food for animals.
PayPal: dogandcat.helper@gmail.com
https://t.co/Z3re0ItTfy
https://t.co/I9dbwRrtg0
https://t.co/71pErM8xBZ

#Ukraine #Patreon #dogsoftwitter #Shelter #Dogs #Cats #Cute #Pets #Funny
#Dogsarefamily https://t.co/jK6vrcXCWG",UK,0,0,United Kingdom,Europe,Animal shelter Dogs Cats need help Raising funds food animals.PayPal dogandcat.helper.com
4067,1.56e+18,2022-08-17 04:27:09+00:00,ANALYSIS-Action wanes at U.N. to isolate Russia almost six months into Ukraine war https://t.co/yPxxpFbazf #news #stocks #stockmarketnews,UK,0,0,United Kingdom,Europe,ANALYSIS-Action wanes U.N. isolate Russia almost months Ukraine
4068,1.56e+18,2022-08-17 04:27:06+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/pgFi5qlsSa",UK,0,0,United Kingdom,Europe,looking please FOLLOW
4071,1.56e+18,2022-08-17 04:27:00+00:00,What is Russia’s Wagner Group of mercenaries in Ukraine? – BBC News https://t.co/Z8qN6GE8Yp,UK,0,0,United Kingdom,Europe,What Russias Wagner Group mercenaries Ukraine News
4073,1.56e+18,2022-08-17 04:26:49+00:00,Missing my frontline furry friends 😢 #Ukraine 🇺🇦 https://t.co/OlVejP6ZaA,UK,3,62,United Kingdom,Europe,Missing frontline furry friends
4074,1.56e+18,2022-08-17 04:26:44+00:00,What is Russia’s Wagner Group of mercenaries in Ukraine? – BBC News https://t.co/b6gs7NEhgu,UK,0,0,United Kingdom,Europe,What Russias Wagner Group mercenaries Ukraine News
4076,1.56e+18,2022-08-17 04:26:41+00:00,"As a result of Russia’s aggression on Ukraine, the world’s breadbasket has shrunk significantly. Damaging agricultural equipment and stealing cereals in Ukraine, thus jeopardizing sowing campaigns – that’s Russia’s way of “dealing” with the global food crisis. #HungerMadeInRussia https://t.co/ODQ8rgRCwN",UK,0,3,United Kingdom,Europe,result Russias aggression Ukraine worlds breadbasket shrunk significantly Damaging agricultural equipment stealing cereals Ukraine thus jeopardizing sowing campaigns thats Russias dealing global food crisis
4077,1.56e+18,2022-08-17 04:26:14+00:00,Russia on verge of $150B debt default as sanctions cripple economy https://t.co/M3uFdgV52J #FoxBusiness,UK,0,0,United Kingdom,Europe,Russia verge 150B debt default sanctions cripple economy
4079,1.56e+18,2022-08-17 04:24:33+00:00,"Ukraine war: Russia blames 'sabotage' for new Crimea explosions | HRD News
https://t.co/NvfP9xQ04L https://t.co/bzUEg4UJwc",UK,0,2,United Kingdom,Europe,Ukraine Russia blames 'sabotage Crimea explosions News
4081,1.56e+18,2022-08-17 04:23:33+00:00,Aug - Dec 2022 = More #Truth. More Jan6 Truth &amp; US Midterms &amp; China's elxn &amp; real estate crash(?) &amp; opioids. Mundipharma &amp; greedy rich ppl messing w/ China. Putin = crackin' &amp; Ukraine... Beautiful #Ukraine needs more help. https://t.co/lBfxJD1xAX @ForeignPolicy @CNN @GuardianUS,UK,0,0,United Kingdom,Europe,More More Jan6 Truth Midterms China elxn real estate crash opioids Mundipharma greedy rich messing China Putin crackin Ukraine Beautiful needs help
4084,1.56e+18,2022-08-17 04:23:08+00:00,"#NorthKorean leader #KimJongun received a message stressing bilateral relations from the head of the #Russian-backed #Donetsk region in eastern #Ukraine, Pyongyang's state media said on Wednesday. https://t.co/ZTxSd6OvZw",UK,0,1,United Kingdom,Europe,leader received message stressing bilateral relations head -backed region eastern Pyongyang state media said Wednesday
4085,1.56e+18,2022-08-17 04:22:42+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/ZB4GHf2pxl",UK,0,0,United Kingdom,Europe,looking please FOLLOW
4087,1.56e+18,2022-08-17 04:22:14+00:00,"#Russia state media is moving the goal posts for Ukraine. They’ve always said total conquest if the country was the objective, now saying “the ultimate goal is to liberate Donbass”. #UkraineRussiaWar 

Any thoughts @TrentTelenko? https://t.co/L8xfJEdrzZ https://t.co/vQ8ARqoRMK",UK,0,0,United Kingdom,Europe,state media moving goal posts Ukraine Theyve always said total conquest country objective saying ultimate goal liberate Donbass thoughts
4089,1.56e+18,2022-08-17 04:22:04+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me. https://t.co/yRVpoHEZdT",UK,0,0,United Kingdom,Europe,looking please FOLLOW
4090,1.56e+18,2022-08-17 04:21:55+00:00,"I'm looking for a student photographer around or near  East London, who's willing to collaborate and lose 

@Yanga_Co Please help share this 

#Ukraine #RIPBruno Ramaphosa #Nota R. 1511,90 #GomoraMzanzi",UK,0,1,United Kingdom,Europe,looking student photographer around near East London willing collaborate lose Please help share Ramaphosa
4094,1.56e+18,2022-08-17 04:21:43+00:00,Russia Sends Its New 'Ready-To-Fire' S-350 Defense System To Protect Air Base Near Ukraine #SmartNews  https://t.co/9Ggd35kgqI,UK,0,0,United Kingdom,Europe,Russia Sends 'Ready-To-Fire S-350 Defense System Protect Base Near Ukraine
4097,1.56e+18,2022-08-17 04:21:43+00:00,"A total of 20 rockets and 10 artillery shells landed in the city of Nikopol Tuesday, according to Ukrainian officials. https://t.co/o72VnxYUTY",UK,1,0,United Kingdom,Europe,total rockets artillery shells landed city Nikopol Tuesday according Ukrainian officials
4107,1.56e+18,2022-08-17 04:21:11+00:00,#Russia Preparing 'Massive Missile Attack' on #Ukraine From #Belarus: Intel - https://t.co/e49240qGYb,UK,0,2,United Kingdom,Europe,Preparing 'Massive Missile Attack From Intel
4109,1.56e+18,2022-08-17 04:20:38+00:00,"Do #POLAND &amp; #RUSSIA have a #Secret #DEAL ⁉️
Is #MEDVEDEV's offer to give #West-Ukraine (#Galicia) to #Poland after the #Fall of #Kiev or of #Zelensky ⁉️
Is the #Price that #Warsaw must complete
the #DENAZIFICATION ⁉️

Read below Medvedev's map👇 https://t.co/XrOsu1yico https://t.co/euokbdiE8q",UK,4,6,United Kingdom,Europe,offer give -Ukraine must completethe Read Medvedev
4110,1.56e+18,2022-08-17 04:20:20+00:00,"On a June night under the chandeliers of Russia's United Nations mission in New York, dozens of U.N. https://t.co/G67KPuuWlP",UK,1,0,United Kingdom,Europe,June night chandeliers Russia United Nations mission York dozens
4111,1.56e+18,2022-08-17 04:19:41+00:00,"Putin needs the United States to fall apart &amp; that is what Trump did! Also, if you really want to look into the actual reasons behind the current Russia v. Ukraine situation you will realize if you follow the actual facts that is Putin does not want NATO.",UK,0,0,United Kingdom,Europe,Putin needs United States fall apart Trump Also really want look actual reasons behind current Russia Ukraine situation realize follow actual facts Putin want NATO
4113,1.56e+18,2022-08-17 04:19:30+00:00,"🇺🇦🇺🇦🇺🇦Let's accept #Ukraine into NATO and give putin/ruzzia 24 hours to withdraw troops!🇺🇦🇺🇦🇺🇦

@NATO @UN @Europarl_EN @OSCE @jensstoltenberg @POTUS @BorisJohnson @eucopresident @OlafScholz @EmmanuelMacron @vonderleyen @JosepBorrellF @antonioguterres 

#UkraineInNATO https://t.co/YCsuYe50OW",UK,0,0,United Kingdom,Europe,accept NATO give putin/ruzzia hours withdraw troops
4114,1.56e+18,2022-08-17 04:19:08+00:00,Ukraine nuclear power company says Russia attacked website - Al Jazeera English https://t.co/sgQ60PM6WJ https://t.co/4GnkRpWAXC,UK,0,1,United Kingdom,Europe,Ukraine nuclear power company says Russia attacked website Jazeera English
4115,1.56e+18,2022-08-17 04:17:08+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

When looking at this, please FOLLOW me.

https://t.co/W6tJchSQQN",UK,1,1,United Kingdom,Europe,looking please FOLLOW
4121,1.56e+18,2022-08-17 04:17:03+00:00,Russia-Ukraine war: Donetsk leader urges cooperation with North Korea https://t.co/heMDijyEOW via @Telegraph,UK,0,0,United Kingdom,Europe,Russia-Ukraine Donetsk leader urges cooperation North Korea
4128,1.56e+18,2022-08-17 04:16:51+00:00,The West is silent as Ukraine targets civilians in Donetsk using banned ‘butterfly’ mines https://t.co/IDDLlXIHTL #,UK,0,0,United Kingdom,Europe,West silent Ukraine targets civilians Donetsk using banned butterfly mines
4129,1.56e+18,2022-08-17 04:15:38+00:00,‘Ukraine has telegraphed its big counteroffensive for months. So where is it?’ https://t.co/tvS1akpgEo,UK,2,2,United Kingdom,Europe,Ukraine telegraphed counteroffensive months
4132,1.56e+18,2022-08-17 04:15:23+00:00,"Glenn Diesen: As the tide turns in Ukraine, is the US preparing to throw Zelensky under the bus? https://t.co/McZqQda0Ny #",UK,0,0,United Kingdom,Europe,Glenn Diesen tide turns Ukraine preparing throw Zelensky
4134,1.56e+18,2022-08-17 04:15:05+00:00,"French President @EmmanuelMacron called @PMOIndia #NarendraModi on Tuesday to discuss situation in #Ukraine &amp; its destabilising effect on world. #France &amp; #India to 'work together to end #UkraineRussiaWar', says @Elysee in press release issued late last night. #MIG @narendramodi https://t.co/PJ8KxGe4O9",UK,3,10,United Kingdom,Europe,French President called Tuesday discuss situation destabilising effect world 'work together says press release issued late last night
4135,1.56e+18,2022-08-17 04:15:04+00:00,"HeartlandDailyNews: Stossel: #Volunteers Succeed in Ukraine Where Bureaucracy Fails: When Russia attacked Ukraine, “experts” said the country would fall within days. It hasn’t. One reason is that the Russian military wasn’t as effective as people… https://t.co/S4XPXmLX9A https://t.co/yOMOZyxJLm",UK,1,0,United Kingdom,Europe,HeartlandDailyNews Stossel Succeed Ukraine Where Bureaucracy Fails When Russia attacked Ukraine experts said country would fall within days hasnt reason Russian military wasnt effective people
4137,1.56e+18,2022-08-17 04:14:45+00:00,I just uploaded “RUSSIA CHINA UKRAINE.mp4” to #Vimeo: https://t.co/SGk1r0PjhY,UK,0,0,United Kingdom,Europe,uploaded RUSSIA CHINA UKRAINE.mp4
4138,1.56e+18,2022-08-17 04:14:34+00:00,"""Behind Enemy Lines, Ukrainians Tell Russians ‘You Are Never Safe’"" by Andrew E. Kramer via NYT https://t.co/R7H0CdFPJf",UK,0,0,United Kingdom,Europe,Behind Enemy Lines Ukrainians Tell Russians Never Safe Andrew Kramer
4139,1.56e+18,2022-08-17 04:14:16+00:00,Intelligence Community Goes to the Washington Post to Push a Claim That It Knew When Russia Would Invade Ukraine ... POPPYCOCK! https://t.co/HOaCYBlUlH,UK,0,0,United Kingdom,Europe,Intelligence Community Goes Washington Post Push Claim That Knew When Russia Would Invade Ukraine POPPYCOCK
4141,1.56e+18,2022-08-17 04:14:15+00:00,The world food crisis is about to get worse https://t.co/EMqb1DLK0P,UK,0,0,United Kingdom,Europe,world food crisis worse
4144,1.56e+18,2022-08-17 04:14:15+00:00,Ukraine and its Western backers should be held accountable for the ‘suicidal’ attack on Europe’s largest nuclear powerplant https://t.co/dnGtHG5uuc #,UK,0,0,United Kingdom,Europe,Ukraine Western backers held accountable suicidal attack Europes largest nuclear powerplant
4147,1.56e+18,2022-08-17 04:13:59+00:00,"Hundreds Of Ukrainian Civilians Disappear - https://t.co/eHQd9VKr55

#Russia #Ukraine #WorthyNews

As fighting raged Tuesday in Ukraine, news emerged that at least hundreds of Ukrainian civilians, mainly men with military experience or of fighting age, have https://t.co/kmOZm9rfEB",UK,0,0,United Kingdom,Europe,Hundreds Ukrainian Civilians Disappear fighting raged Tuesday Ukraine news emerged least hundreds Ukrainian civilians mainly military experience fighting
4148,1.56e+18,2022-08-17 04:13:19+00:00,Putin dealt hammer blow as Ukrainian separatists refuse to fight in Donetsk region 🇺🇦🇺🇦🇺🇦🇺🇦 https://t.co/1TOZt0LoK8,UK,0,0,United Kingdom,Europe,Putin dealt hammer blow Ukrainian separatists refuse fight Donetsk region
4149,1.56e+18,2022-08-17 04:12:43+00:00,"Reassuring that 🇺🇦 has adopted successful tactics in targeting regions already occupied by 🇸🇮.
The latter are forced to spend energy, troops, fuel, etc. just to maintain their positions.

https://t.co/MYXf1Xa8T5",UK,0,0,United Kingdom,Europe,Reassuring adopted successful tactics targeting regions already occupied .The latter forced spend energy troops fuel maintain positions
4150,1.56e+18,2022-08-17 04:12:37+00:00,"Oh, those careless smokers.
#Ukraine #UkraineRussiaWar https://t.co/Ea1HktBPmn",UK,1,3,United Kingdom,Europe,careless smokers
4158,1.56e+18,2022-08-17 04:12:37+00:00,"#Ukraine SitRep Aug 16, 2022 - @TheStudyofWar &amp; @criticalthreats https://t.co/etnuyARQBG https://t.co/IxQeJAUqQN",UK,0,7,United Kingdom,Europe,SitRep
4160,1.56e+18,2022-08-17 04:12:08+00:00,"World News: ""Ukraine war: Thousands of Jews quit Russia amid fears of persecution - BBC News"" https://t.co/CZE9Wt6BUi",UK,0,0,United Kingdom,Europe,World News Ukraine Thousands Jews quit Russia amid fears persecution News
4161,1.56e+18,2022-08-17 04:11:30+00:00,Ukrainian special forces behind attack on Russian ammunition storage site in Crimea 🇺🇦🇺🇦🇺🇦🇺🇦 https://t.co/Di4qmvHNNf,UK,0,0,United Kingdom,Europe,Ukrainian special forces behind attack Russian ammunition storage site Crimea
4165,1.56e+18,2022-08-17 04:11:28+00:00,"#BreakingNews 
UN Secretary-General Antonio Guterres likely to meet Ukrainian President Volodymyr Zelenskiy and Turkish President Recep Tayyip Erdogan in Ukraine on Thursday

#Russia #warzone #Ukraine #UkraineRussiaWar
(Representational Pics) https://t.co/qJSrUrt9sV",UK,0,0,United Kingdom,Europe,Secretary-General Antonio Guterres likely meet Ukrainian President Volodymyr Zelenskiy Turkish President Recep Tayyip Erdogan Ukraine Thursday Representational Pics
4168,1.56e+18,2022-08-17 04:11:27+00:00,"welcome to you for being a part of our community....best wishes
@T76abPK169p2HQW
#Petrol 
#Ukraine 
#TLP_Parmotion",UK,0,3,United Kingdom,Europe,welcome part community .... best wishes
4170,1.56e+18,2022-08-17 04:10:31+00:00,Russia Says 'No Need' to Use Nuclear Weapons in Ukraine https://t.co/R9L38TRvgj,UK,0,0,United Kingdom,Europe,Russia Says Need Nuclear Weapons Ukraine
4254,1.56e+18,2022-08-17 04:01:03+00:00,"#odessa #odesa #ukraine #одесса
Now: 23.1°C
Today's Min: 22.4°C at 04:48:34
Today's Max: 24.0°C at 00:00:00
Month's Min: 19.3°C at 2022-08-03 05:39:45
Month's Max: 33.8°C at 2022-08-07 14:46:05",Украина,0,0,Ukraine,Europe,CToday :48:34Today :00:00Month -08-03 :39:45Month -08-07 :46:05
4458,1.56e+18,2022-08-17 03:08:02+00:00,"The situation in #Ukraine shows that the United States are attempting to prolong this conflict - #Putin

Anything to deter #Russia",United Kingdom,0,0,United Kingdom,Europe,situation shows United States attempting prolong conflict deter
4459,1.56e+18,2022-08-17 03:07:39+00:00,"Ukraine’s state nuclear power company Energoatom said Russian-based hackers launched a major three-hour attack on its website but had not caused significant problems

https://t.co/JVKoM4UZh1",United Kingdom,0,0,United Kingdom,Europe,Ukraines state nuclear power company Energoatom said Russian-based hackers launched major three-hour attack website caused significant problems
4460,1.56e+18,2022-08-17 03:07:15+00:00,"""At this point, Russian talking heads aren't quite certain whether DeSantis would be as likely as Trump to befriend Russia and dump Ukraine—but that's where their propaganda aimed at U.S. voters would supposedly come in.""
https://t.co/RT9gUYrQOX via @thedailybeast",United Kingdom,0,0,United Kingdom,Europe,point Russian talking heads quite certain whether DeSantis would likely Trump befriend Russia dump Ukrainebut propaganda aimed U.S. voters would supposedly come
4462,1.56e+18,2022-08-17 03:06:45+00:00,"Go Ahead. Pray for Putin’s Demise. This article by @tishharrisonwarren was written a few months ago, but is still relevant for all of us who care about loss of innocent lives in Ukraine. https://t.co/98h0Q9lfOm via @CTMagazine",United Kingdom,0,1,United Kingdom,Europe,Ahead Pray Putins Demise This article written months still relevant care loss innocent lives Ukraine
4463,1.56e+18,2022-08-17 03:06:36+00:00,Sounds moral and Romantic to support Russia and not to sell weapons to Ukraine but Ukraine has been selling us weapons while Russian equipforms backbone of Indian military https://t.co/WZ2Hk54uWK,United Kingdom,0,0,United Kingdom,Europe,Sounds moral Romantic support Russia sell weapons Ukraine Ukraine selling weapons Russian equipforms backbone Indian military
